cost_record_id,facility_id,facility_name,building_id,building_name,timestamp,occupancy,electricity_kwh,hvac_kwh,lighting_kwh,water_liters,electricity_cost,water_cost,maintenance_cost,security_cost,operational_cost,total_cost,expected_cost,cost_variance,cost_variance_percent,potential_savings,cost_per_occupant,inefficiency_type,cost_status,savings_priority,is_cost_inefficiency
COST-000490,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-12 01:00:00,8,223.53,97.16,34.96,71.37,1900.0,3.93,427.49,167.76,274.92,2774.08,2853.23,-79.14,-2.77,0.0,346.76,NONE,NORMAL,NORMAL,0
COST-000491,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-12 02:00:00,7,219.29,100.96,40.73,81.71,1863.97,4.49,427.9,165.15,250.43,2711.95,2853.23,-141.27,-4.95,0.0,387.42,NONE,NORMAL,NORMAL,0
COST-000492,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-12 03:00:00,9,225.75,97.72,44.45,76.27,1918.9,4.19,395.19,163.55,234.97,2716.8,2853.23,-136.42,-4.78,0.0,301.87,NONE,NORMAL,NORMAL,0
COST-000493,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-12 04:00:00,8,231.8,96.65,42.52,84.93,1970.32,4.67,441.45,168.91,232.39,2817.74,2853.23,-35.48,-1.24,0.0,352.22,NONE,NORMAL,NORMAL,0
COST-000494,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-12 05:00:00,7,238.57,118.57,32.17,82.15,2027.84,4.52,388.7,184.88,248.76,2854.71,2853.23,1.49,0.05,1.49,407.82,NONE,NORMAL,LOW,0
COST-000495,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-12 06:00:00,48,360.4,179.38,56.49,127.6,3063.37,7.02,386.38,185.14,267.87,3909.79,4182.18,-272.39,-6.51,0.0,81.45,NONE,NORMAL,NORMAL,0
COST-000496,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-12 07:00:00,45,363.1,181.15,52.39,145.17,3086.39,7.98,470.56,168.49,229.57,3962.98,4182.18,-219.19,-5.24,0.0,88.07,NONE,NORMAL,NORMAL,0
COST-000497,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-12 08:00:00,45,411.87,198.55,54.27,118.91,3500.89,6.54,438.45,170.67,251.17,4367.72,4182.18,185.54,4.44,185.54,97.06,NONE,NORMAL,LOW,0
COST-000498,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-12 09:00:00,117,575.56,293.13,75.07,205.81,4892.22,11.32,356.71,173.08,293.23,5726.56,5954.56,-228.01,-3.83,0.0,48.94,NONE,NORMAL,NORMAL,0
COST-000499,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-12 10:00:00,111,564.21,262.7,108.28,236.24,4795.81,12.99,363.93,194.99,246.57,5614.3,5954.56,-340.27,-5.71,0.0,50.58,NONE,NORMAL,NORMAL,0
COST-000500,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-12 11:00:00,130,653.51,287.97,128.51,199.27,5554.79,10.96,436.37,193.71,224.87,6420.7,5954.56,466.14,7.83,466.14,49.39,NONE,WARNING,MEDIUM,0
COST-000501,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-12 12:00:00,102,528.1,225.62,96.15,207.84,4488.84,11.43,497.54,178.01,259.15,5434.98,5954.56,-519.59,-8.73,0.0,53.28,NONE,NORMAL,NORMAL,0
COST-000502,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-12 13:00:00,113,627.23,293.72,115.0,206.0,5331.47,11.33,393.43,177.61,287.18,6201.02,5954.56,246.46,4.14,246.46,54.88,NONE,NORMAL,MEDIUM,0
COST-000503,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-12 14:00:00,117,574.75,294.8,99.79,223.45,4885.42,12.29,402.37,163.85,252.35,5716.27,5954.56,-238.3,-4.0,0.0,48.86,NONE,NORMAL,NORMAL,0
COST-000504,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-12 15:00:00,111,574.8,281.58,89.09,242.88,4885.76,13.36,367.32,188.98,263.56,5718.98,5954.56,-235.58,-3.96,0.0,51.52,NONE,NORMAL,NORMAL,0
COST-000505,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-12 16:00:00,98,559.04,273.84,91.56,195.38,4751.86,10.75,424.21,187.46,240.67,5614.95,5954.56,-339.62,-5.7,0.0,57.3,NONE,NORMAL,NORMAL,0
COST-000506,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-12 17:00:00,31,478.76,256.8,50.18,121.8,4069.49,6.7,392.06,175.96,231.79,4876.0,4402.78,473.22,10.75,691.5,157.29,HIGH_HVAC_USAGE,WARNING,HIGH,1
COST-000507,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-12 18:00:00,44,428.64,219.74,70.5,130.98,3643.42,7.2,387.98,195.72,261.22,4495.55,4402.78,92.77,2.11,92.77,102.17,NONE,NORMAL,LOW,0
COST-000508,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-12 19:00:00,43,377.31,155.82,71.29,123.14,3207.15,6.77,390.74,168.9,264.33,4037.89,4402.78,-364.89,-8.29,0.0,93.9,NONE,NORMAL,NORMAL,0
COST-000509,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-12 20:00:00,36,427.28,214.57,58.07,136.81,3631.9,7.52,475.05,188.64,282.54,4585.65,4402.78,182.87,4.15,182.87,127.38,NONE,NORMAL,LOW,0
COST-000510,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-12 21:00:00,11,289.11,141.59,54.51,70.52,2457.43,3.88,492.0,188.59,244.89,3386.79,3295.55,91.25,2.77,91.25,307.89,NONE,NORMAL,LOW,0
COST-000511,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-12 22:00:00,13,264.47,111.91,36.1,91.34,2248.0,5.02,469.04,191.22,258.62,3171.89,3295.55,-123.66,-3.75,0.0,243.99,NONE,NORMAL,NORMAL,0
COST-000512,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-12 23:00:00,12,306.68,155.73,52.38,89.34,2606.8,4.91,356.4,187.96,235.34,3391.41,3295.55,95.86,2.91,95.86,282.62,NONE,NORMAL,LOW,0
COST-000513,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-13 00:00:00,8,200.26,80.7,29.52,67.1,1702.21,3.69,458.31,191.27,241.08,2596.57,2853.23,-256.66,-9.0,0.0,324.57,NONE,NORMAL,NORMAL,0
COST-000514,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-13 01:00:00,7,224.91,103.64,42.71,85.03,1911.73,4.68,471.26,166.93,226.44,2781.03,2853.23,-72.2,-2.53,0.0,397.29,NONE,NORMAL,NORMAL,0
COST-000515,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-13 02:00:00,8,248.11,107.82,44.84,77.79,2108.97,4.28,479.17,163.47,224.87,2980.76,2853.23,127.54,4.47,127.54,372.6,NONE,NORMAL,LOW,0
COST-000516,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-13 03:00:00,8,224.21,98.42,39.71,77.89,1905.77,4.28,366.17,172.13,256.69,2705.05,2853.23,-148.18,-5.19,0.0,338.13,NONE,NORMAL,NORMAL,0
COST-000517,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-13 04:00:00,9,231.87,113.62,37.56,81.26,1970.86,4.47,500.84,178.79,282.77,2937.72,2853.23,84.49,2.96,84.49,326.41,NONE,NORMAL,LOW,0
COST-000518,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-13 05:00:00,7,210.38,93.82,37.94,65.31,1788.22,3.59,494.55,171.03,228.84,2686.24,2853.23,-166.98,-5.85,0.0,383.75,NONE,NORMAL,NORMAL,0
COST-000519,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-13 06:00:00,54,350.47,176.39,54.05,117.1,2978.98,6.44,484.65,170.33,252.53,3892.93,4182.18,-289.25,-6.92,0.0,72.09,NONE,NORMAL,NORMAL,0
COST-000520,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-13 07:00:00,53,409.3,177.7,68.03,159.2,3479.07,8.76,451.11,172.44,236.71,4348.09,4182.18,165.91,3.97,165.91,82.04,NONE,NORMAL,LOW,0
COST-000521,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-13 08:00:00,43,375.49,154.51,59.83,117.6,3191.7,6.47,389.32,169.93,261.19,4018.61,4182.18,-163.57,-3.91,0.0,93.46,NONE,NORMAL,NORMAL,0
COST-000522,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-13 09:00:00,106,609.02,309.84,110.87,203.26,5176.65,11.18,480.59,187.02,221.82,6077.26,5954.56,122.7,2.06,122.7,57.33,NONE,NORMAL,LOW,0
COST-000523,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-13 10:00:00,116,584.52,258.07,77.43,223.27,4968.46,12.28,426.27,168.91,277.1,5853.02,5954.56,-101.54,-1.71,0.0,50.46,NONE,NORMAL,NORMAL,0
COST-000524,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-13 11:00:00,111,559.66,280.61,91.42,191.1,4757.11,10.51,403.6,172.73,269.79,5613.74,5954.56,-340.82,-5.72,0.0,50.57,NONE,NORMAL,NORMAL,0
COST-000525,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-13 12:00:00,100,554.46,235.69,99.08,182.98,4712.87,10.06,478.34,169.42,295.26,5665.95,5954.56,-288.61,-4.85,0.0,56.66,NONE,NORMAL,NORMAL,0
COST-000526,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-13 13:00:00,101,614.68,269.32,80.29,217.6,5224.77,11.97,386.7,163.35,260.42,6047.21,5954.56,92.64,1.56,92.64,59.87,NONE,NORMAL,LOW,0
COST-000527,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-13 14:00:00,122,546.58,259.38,75.68,199.69,4645.95,10.98,352.67,177.43,270.02,5457.06,5954.56,-497.51,-8.36,0.0,44.73,NONE,NORMAL,NORMAL,0
COST-000528,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-13 15:00:00,74,696.0,317.48,124.19,189.17,5916.02,10.4,558.04,196.36,292.64,6973.47,5954.56,1018.91,17.11,1018.91,94.24,MAINTENANCE_RISK,HIGH,CRITICAL,1
COST-000529,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-13 16:00:00,103,582.4,261.28,85.46,234.59,4950.44,12.9,460.47,181.53,271.98,5877.32,5954.56,-77.25,-1.3,0.0,57.06,NONE,NORMAL,NORMAL,0
COST-000530,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-13 17:00:00,47,434.76,199.43,60.58,107.82,3695.45,5.93,385.0,195.28,238.97,4520.63,4402.78,117.85,2.68,117.85,96.18,NONE,NORMAL,LOW,0
COST-000531,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-13 18:00:00,13,470.12,179.65,51.79,140.96,3995.99,7.75,405.0,180.17,221.57,4810.49,4402.78,407.71,9.26,887.23,370.04,LOW_OCCUPANCY_HIGH_ENERGY,WARNING,HIGH,1
COST-000532,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-13 19:00:00,45,447.17,180.93,69.66,135.79,3800.94,7.47,406.68,180.07,291.97,4687.13,4402.78,284.35,6.46,284.35,104.16,NONE,WARNING,MEDIUM,0
COST-000533,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-13 20:00:00,44,463.71,229.88,88.34,108.27,3941.53,5.96,498.41,187.1,227.49,4860.48,4402.78,457.7,10.4,457.7,110.47,NONE,WARNING,MEDIUM,0
COST-000534,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-13 21:00:00,9,284.79,116.27,47.98,90.11,2420.72,4.96,483.46,169.34,285.46,3363.95,3295.55,68.4,2.08,68.4,373.77,NONE,NORMAL,LOW,0
COST-000535,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-13 22:00:00,11,287.69,148.62,47.72,80.87,2445.32,4.45,387.22,168.94,231.07,3237.0,3295.55,-58.55,-1.78,0.0,294.27,NONE,NORMAL,NORMAL,0
COST-000536,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-13 23:00:00,10,305.75,139.6,44.62,77.94,2598.85,4.29,391.9,195.84,247.76,3438.63,3295.55,143.08,4.34,143.08,343.86,NONE,NORMAL,LOW,0
COST-000537,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-14 00:00:00,8,239.03,100.75,45.98,88.0,2031.74,4.84,344.43,165.48,277.2,2823.69,2853.23,-29.54,-1.04,0.0,352.96,NONE,NORMAL,NORMAL,0
COST-000538,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-14 01:00:00,8,220.14,89.09,28.95,73.25,1871.16,4.03,358.58,178.84,268.26,2680.87,2853.23,-172.35,-6.04,0.0,335.11,NONE,NORMAL,NORMAL,0
COST-000539,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-14 02:00:00,8,232.97,115.09,30.46,79.28,1980.21,4.36,425.97,179.17,251.36,2841.07,2853.23,-12.15,-0.43,0.0,355.13,NONE,NORMAL,NORMAL,0
COST-000540,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-14 03:00:00,8,251.97,128.82,49.73,67.22,2141.78,3.7,412.07,172.03,295.79,3025.37,2853.23,172.15,6.03,172.15,378.17,NONE,WARNING,LOW,0
COST-000541,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-14 04:00:00,8,216.14,93.79,32.32,77.53,1837.21,4.26,361.96,177.82,260.82,2642.07,2853.23,-211.15,-7.4,0.0,330.26,NONE,NORMAL,NORMAL,0
COST-000542,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-14 05:00:00,7,219.96,90.28,33.26,69.93,1869.7,3.85,494.71,174.06,265.53,2807.84,2853.23,-45.39,-1.59,0.0,401.12,NONE,NORMAL,NORMAL,0
COST-000543,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-14 06:00:00,47,405.24,162.79,59.99,149.88,3444.56,8.24,503.23,172.35,262.98,4391.37,4182.18,209.19,5.0,209.19,93.43,NONE,WARNING,MEDIUM,0
COST-000544,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-14 07:00:00,44,324.7,136.47,64.43,139.32,2759.95,7.66,419.72,183.72,238.73,3609.77,4182.18,-572.41,-13.69,0.0,82.04,NONE,NORMAL,NORMAL,0
COST-000545,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-14 08:00:00,56,401.46,185.4,80.02,114.1,3412.39,6.28,364.64,175.84,248.06,4207.21,4182.18,25.03,0.6,25.03,75.13,NONE,NORMAL,LOW,0
COST-000546,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-14 09:00:00,119,658.07,301.46,122.13,204.41,5593.62,11.24,393.47,191.16,239.59,6429.07,5954.56,474.51,7.97,474.51,54.03,NONE,WARNING,MEDIUM,0
COST-000547,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-14 10:00:00,105,533.41,230.06,69.68,213.01,4533.94,11.72,498.45,182.56,288.35,5515.02,5954.56,-439.54,-7.38,0.0,52.52,NONE,NORMAL,NORMAL,0
COST-000548,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-14 11:00:00,128,606.77,305.91,103.65,191.89,5157.55,10.55,398.5,165.33,256.72,5988.66,5954.56,34.09,0.57,34.09,46.79,NONE,NORMAL,LOW,0
COST-000549,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-14 12:00:00,115,585.99,251.56,115.83,223.03,4980.96,12.27,410.5,173.56,262.04,5839.31,5954.56,-115.25,-1.94,0.0,50.78,NONE,NORMAL,NORMAL,0
COST-000550,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-14 13:00:00,101,551.06,269.13,73.63,225.88,4684.05,12.42,400.9,174.73,245.62,5517.71,5954.56,-436.85,-7.34,0.0,54.63,NONE,NORMAL,NORMAL,0
COST-000551,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-14 14:00:00,83,593.76,251.2,90.05,209.1,5046.96,11.5,432.86,197.4,239.84,5928.57,5954.56,-25.99,-0.44,0.0,71.43,NONE,NORMAL,NORMAL,0
COST-000552,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-14 15:00:00,108,646.53,305.73,88.06,226.62,5495.52,12.46,346.77,183.46,278.69,6316.9,5954.56,362.34,6.09,362.34,58.49,NONE,WARNING,MEDIUM,0
COST-000553,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-14 16:00:00,110,579.99,234.11,109.66,185.29,4929.89,10.19,496.16,164.62,236.53,5837.38,5954.56,-117.18,-1.97,0.0,53.07,NONE,NORMAL,NORMAL,0
COST-000554,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-14 17:00:00,41,451.14,209.95,62.62,108.19,3834.66,5.95,376.11,169.69,253.07,4639.48,4402.78,236.7,5.38,236.7,113.16,NONE,WARNING,MEDIUM,0
COST-000555,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-14 18:00:00,37,436.48,193.8,68.69,117.04,3710.11,6.44,389.24,171.6,260.46,4537.86,4402.78,135.08,3.07,135.08,122.64,NONE,NORMAL,LOW,0
COST-000556,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-14 19:00:00,45,430.41,215.8,66.79,127.03,3658.45,6.99,388.56,164.19,275.72,4493.91,4402.78,91.13,2.07,91.13,99.86,NONE,NORMAL,LOW,0
COST-000557,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-14 20:00:00,41,412.88,181.47,73.71,115.73,3509.45,6.37,385.38,178.07,277.71,4356.97,4402.78,-45.81,-1.04,0.0,106.27,NONE,NORMAL,NORMAL,0
COST-000558,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-14 21:00:00,13,299.64,141.78,58.15,75.02,2546.95,4.13,462.3,182.46,242.42,3438.26,3295.55,142.71,4.33,142.71,264.48,NONE,NORMAL,LOW,0
COST-000559,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-14 22:00:00,10,279.65,131.3,53.76,95.53,2377.0,5.25,344.6,170.38,259.38,3156.61,3295.55,-138.94,-4.22,0.0,315.66,NONE,NORMAL,NORMAL,0
COST-000560,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-14 23:00:00,13,267.17,123.03,40.77,78.94,2270.97,4.34,413.95,166.8,293.36,3149.43,3295.55,-146.12,-4.43,0.0,242.26,NONE,NORMAL,NORMAL,0
COST-000561,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-15 00:00:00,8,245.73,101.42,45.29,80.49,2088.67,4.43,444.18,192.04,266.03,2995.34,2853.23,142.12,4.98,142.12,374.42,NONE,NORMAL,LOW,0
COST-000562,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-15 01:00:00,8,224.23,103.92,29.69,89.75,1905.93,4.94,349.68,177.66,243.83,2682.04,2853.23,-171.19,-6.0,0.0,335.25,NONE,NORMAL,NORMAL,0
COST-000563,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-15 02:00:00,7,236.22,114.09,43.85,62.27,2007.84,3.42,445.13,193.25,285.6,2935.24,2853.23,82.01,2.87,82.01,419.32,NONE,NORMAL,LOW,0
COST-000564,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-15 03:00:00,10,223.08,92.24,29.77,78.07,1896.15,4.29,358.79,171.36,251.03,2681.64,2853.23,-171.59,-6.01,0.0,268.16,NONE,NORMAL,NORMAL,0
COST-000565,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-15 04:00:00,8,243.59,121.84,43.78,78.84,2070.49,4.34,443.37,174.27,298.82,2991.29,2853.23,138.06,4.84,138.06,373.91,NONE,NORMAL,LOW,0
COST-000566,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-15 05:00:00,7,219.25,112.18,28.88,70.92,1863.6,3.9,457.85,192.11,297.01,2814.47,2853.23,-38.76,-1.36,0.0,402.07,NONE,NORMAL,NORMAL,0
COST-000567,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-15 06:00:00,49,419.26,200.27,58.27,202.56,3563.74,11.14,346.79,183.34,285.35,4390.36,4182.18,208.19,4.98,210.41,89.6,HIGH_WATER_USAGE,NORMAL,MEDIUM,1
COST-000568,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-15 07:00:00,51,386.84,191.14,75.93,142.4,3288.15,7.83,402.86,195.53,247.38,4141.76,4182.18,-40.42,-0.97,0.0,81.21,NONE,NORMAL,NORMAL,0
COST-000569,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-15 08:00:00,52,404.48,198.17,72.39,126.96,3438.1,6.98,448.05,165.69,221.93,4280.75,4182.18,98.57,2.36,98.57,82.32,NONE,NORMAL,LOW,0
COST-000570,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-15 09:00:00,103,615.96,318.29,122.46,198.19,5235.69,10.9,482.05,188.53,260.08,6177.25,5954.56,222.68,3.74,222.68,59.97,NONE,NORMAL,MEDIUM,0
COST-000571,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-15 10:00:00,93,607.03,311.12,93.87,242.7,5159.79,13.35,378.72,184.72,222.95,5959.52,5954.56,4.96,0.08,4.96,64.08,NONE,NORMAL,LOW,0
COST-000572,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-15 11:00:00,98,602.79,284.94,105.03,240.57,5123.75,13.23,433.87,186.62,279.74,6037.21,5954.56,82.64,1.39,82.64,61.6,NONE,NORMAL,LOW,0
COST-000573,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-15 12:00:00,111,614.51,259.77,97.14,208.05,5223.33,11.44,424.27,165.94,236.82,6061.81,5954.56,107.25,1.8,107.25,54.61,NONE,NORMAL,LOW,0
COST-000574,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-15 13:00:00,110,595.39,256.76,112.34,218.51,5060.81,12.02,451.41,194.15,274.77,5993.16,5954.56,38.6,0.65,38.6,54.48,NONE,NORMAL,LOW,0
COST-000575,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-15 14:00:00,115,552.05,241.08,101.11,198.6,4692.45,10.92,393.67,173.83,267.98,5538.85,5954.56,-415.71,-6.98,0.0,48.16,NONE,NORMAL,NORMAL,0
COST-000576,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-15 15:00:00,107,643.59,262.9,113.42,198.5,5470.48,10.92,449.04,179.9,295.12,6405.46,5954.56,450.89,7.57,450.89,59.86,NONE,WARNING,MEDIUM,0
COST-000577,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-15 16:00:00,100,595.1,306.16,86.11,221.28,5058.34,12.17,440.37,163.73,258.72,5933.33,5954.56,-21.24,-0.36,0.0,59.33,NONE,NORMAL,NORMAL,0
COST-000578,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-15 17:00:00,44,435.36,187.38,83.87,115.71,3700.58,6.36,394.93,191.98,259.49,4553.34,4402.78,150.56,3.42,150.56,103.49,NONE,NORMAL,LOW,0
COST-000579,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-15 18:00:00,35,407.51,205.98,58.59,110.18,3463.84,6.06,450.91,168.85,261.63,4351.29,4402.78,-51.49,-1.17,0.0,124.32,NONE,NORMAL,NORMAL,0
COST-000580,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-15 19:00:00,44,393.45,196.02,60.39,122.7,3344.36,6.75,422.48,180.48,229.36,4183.43,4402.78,-219.35,-4.98,0.0,95.08,NONE,NORMAL,NORMAL,0
COST-000581,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-15 20:00:00,36,351.28,171.44,66.32,114.82,2985.9,6.32,363.71,166.49,249.54,3771.95,4402.78,-630.83,-14.33,0.0,104.78,NONE,NORMAL,NORMAL,0
COST-000582,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-15 21:00:00,12,271.65,110.44,35.65,78.1,2309.05,4.3,364.93,177.52,260.82,3116.61,3295.55,-178.94,-5.43,0.0,259.72,NONE,NORMAL,NORMAL,0
COST-000583,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-15 22:00:00,12,264.22,116.53,37.74,82.56,2245.91,4.54,374.01,166.75,290.19,3081.4,3295.55,-214.15,-6.5,0.0,256.78,NONE,NORMAL,NORMAL,0
COST-000584,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-15 23:00:00,12,267.93,134.73,50.16,77.79,2277.4,4.28,418.19,169.84,227.11,3096.82,3295.55,-198.72,-6.03,0.0,258.07,NONE,NORMAL,NORMAL,0
COST-000585,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-16 00:00:00,7,236.65,107.42,46.34,73.91,2011.54,4.06,381.6,162.13,233.68,2793.02,2853.23,-60.21,-2.11,0.0,399.0,NONE,NORMAL,NORMAL,0
COST-000586,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-16 01:00:00,10,212.13,105.0,37.68,70.15,1803.12,3.86,412.9,165.44,291.06,2676.38,2853.23,-176.85,-6.2,0.0,267.64,NONE,NORMAL,NORMAL,0
COST-000587,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-16 02:00:00,8,237.1,96.16,40.44,75.91,2015.37,4.18,375.78,165.02,281.06,2841.41,2853.23,-11.81,-0.41,0.0,355.18,NONE,NORMAL,NORMAL,0
COST-000588,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-16 03:00:00,7,225.69,110.17,37.58,75.74,1918.39,4.17,467.33,169.34,241.33,2800.55,2853.23,-52.67,-1.85,0.0,400.08,NONE,NORMAL,NORMAL,0
COST-000589,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-16 04:00:00,8,220.69,99.37,36.64,80.14,1875.88,4.41,345.13,162.67,232.2,2620.29,2853.23,-232.94,-8.16,0.0,327.54,NONE,NORMAL,NORMAL,0
COST-000590,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-16 05:00:00,8,254.68,125.91,37.45,82.24,2164.81,4.52,417.17,164.27,268.67,3019.45,2853.23,166.22,5.83,166.22,377.43,NONE,WARNING,LOW,0
COST-000591,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-16 06:00:00,47,435.08,180.71,74.29,140.57,3698.22,7.73,401.57,194.08,284.46,4586.06,4182.18,403.88,9.66,403.88,97.58,NONE,WARNING,MEDIUM,0
COST-000592,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-16 07:00:00,48,363.32,185.01,51.16,139.23,3088.21,7.66,340.84,185.17,242.62,3864.5,4182.18,-317.68,-7.6,0.0,80.51,NONE,NORMAL,NORMAL,0
COST-000593,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-16 08:00:00,37,372.11,156.56,64.58,136.91,3162.92,7.53,393.69,162.69,274.8,4001.63,4182.18,-180.55,-4.32,0.0,108.15,NONE,NORMAL,NORMAL,0
COST-000594,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-16 09:00:00,95,604.44,273.35,100.8,218.98,5137.77,12.04,462.09,188.87,232.35,6033.13,5954.56,78.56,1.32,78.56,63.51,NONE,NORMAL,LOW,0
COST-000595,FAC-001,Infosys Smart Campus,BLD-001,Building A,2026-09-16 10:00:00,101,622.89,322.57,97.67,202.0,5294.54,11.11,347.64,182.82,267.62,6103.72,5954.56,149.16,2.5,149.16,60.43,NONE,NORMAL,LOW,0
